"Day ","Items ","Note ","Amount "
"63","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"63","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"63","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"63","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"63","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"63","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"63","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"63","Marketing Expense","Cash Payment - Marketing - Chicago - Sparkling Wine","1600"
"63","Marketing Expense","Cash Payment - Marketing - Chicago - Red Wine","1600"
"63","Marketing Expense","Cash Payment - Marketing - Chicago - White Wine","1600"
"63","Salary Expense","Cash Payment - Salary Expense","28490"
"63","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8669","40"
"63","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 246","15000"
"63","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 249","15000"
"63","Depreciation Expense","Non-Cash Expense - Depreciation","5000"
"63","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"63","Rental Expense","Cash Payment - Rental - Miami","1800"
"63","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","1001"
"63","Rental Expense","Cash Payment - Rental - New York","1340"
"63","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","27"
"63","Rental Expense","Cash Payment - Rental - Detroit","500"
"63","Rental Expense","Cash Payment - Rental - Chicago","1480"
"62","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"62","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"62","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"62","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"62","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"62","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"62","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"62","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"62","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"62","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"62","Marketing Expense","Cash Payment - Marketing - Chicago - Sparkling Wine","1600"
"62","Marketing Expense","Cash Payment - Marketing - Chicago - Red Wine","1600"
"62","Marketing Expense","Cash Payment - Marketing - Chicago - White Wine","1600"
"62","Salary Expense","Cash Payment - Salary Expense","28402"
"62","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 282","15000"
"62","Shipping Expense","Cash Payment - Move Stock ID: 8560","30084"
"62","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"62","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"62","Rental Expense","Cash Payment - Rental - Miami","1800"
"62","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","1309"
"62","Rental Expense","Cash Payment - Rental - New York","1340"
"62","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","54"
"62","Rental Expense","Cash Payment - Rental - Detroit","500"
"62","Rental Expense","Cash Payment - Rental - Chicago","1480"
"61","Human Resource Expense","Counselled","2000"
"61","Human Resource Expense","Counselled","2000"
"61","Human Resource Expense","Counselled","2000"
"61","Human Resource Expense","Counselled","2000"
"61","Human Resource Expense","Counselled","2000"
"61","Human Resource Expense","Counselled","2000"
"61","Human Resource Expense","Counselled","2000"
"61","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"61","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"61","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"61","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"61","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"61","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"61","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"61","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"61","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"61","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"61","Marketing Expense","Cash Payment - Marketing - Chicago - Sparkling Wine","1600"
"61","Marketing Expense","Cash Payment - Marketing - Chicago - Red Wine","1600"
"61","Marketing Expense","Cash Payment - Marketing - Chicago - White Wine","1600"
"61","Salary Expense","Cash Payment - Salary Expense","28050"
"61","Shipping Expense","Cash Payment - Move Stock ID: 8561","99925"
"61","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"61","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"61","Rental Expense","Cash Payment - Rental - Miami","1800"
"61","Rental Expense","Cash Payment - Rental - New York","1340"
"61","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","135"
"61","Rental Expense","Cash Payment - Rental - Detroit","500"
"61","Rental Expense","Cash Payment - Rental - Chicago","1480"
"60","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"60","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"60","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"60","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"60","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"60","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"60","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"60","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"60","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"60","Marketing Expense","Cash Payment - Marketing - Chicago - Sparkling Wine","1600"
"60","Marketing Expense","Cash Payment - Marketing - Chicago - Red Wine","1600"
"60","Marketing Expense","Cash Payment - Marketing - Chicago - White Wine","1600"
"60","Salary Expense","Cash Payment - Salary Expense","27186"
"60","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8525","34"
"60","Shipping Expense","Cash Payment - Move Stock ID: 8283","87363"
"60","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"60","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","90"
"60","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"60","Rental Expense","Cash Payment - Rental - Miami","1800"
"60","Rental Expense","Cash Payment - Rental - New York","1340"
"60","Rental Expense","Cash Payment - Rental - Detroit","500"
"60","Rental Expense","Cash Payment - Rental - Chicago","1480"
"59","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"59","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"59","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"59","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"59","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"59","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"59","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"59","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"59","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"59","Marketing Expense","Cash Payment - Marketing - Chicago - Sparkling Wine","1600"
"59","Marketing Expense","Cash Payment - Marketing - Chicago - Red Wine","1600"
"59","Marketing Expense","Cash Payment - Marketing - Chicago - White Wine","1600"
"59","Salary Expense","Cash Payment - Salary Expense","27186"
"59","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8340","40"
"59","Shipping Expense","Cash Payment - Move Stock ID: 8073","22065"
"59","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 5627","2200"
"59","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"59","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"59","Rental Expense","Cash Payment - Rental - Miami","1800"
"59","Rental Expense","Cash Payment - Rental - New York","1340"
"59","Rental Expense","Cash Payment - Rental - Detroit","500"
"59","Rental Expense","Cash Payment - Rental - Chicago","1480"
"58","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"58","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"58","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"58","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"58","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"58","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"58","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"58","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"58","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"58","Marketing Expense","Cash Payment - Marketing - Chicago - Sparkling Wine","1600"
"58","Marketing Expense","Cash Payment - Marketing - Chicago - Red Wine","1600"
"58","Marketing Expense","Cash Payment - Marketing - Chicago - White Wine","1600"
"58","Salary Expense","Cash Payment - Salary Expense","27186"
"58","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7871","66"
"58","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"58","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"58","Rental Expense","Cash Payment - Rental - Miami","1800"
"58","Rental Expense","Cash Payment - Rental - New York","1340"
"58","Rental Expense","Cash Payment - Rental - Detroit","500"
"58","Rental Expense","Cash Payment - Rental - Chicago","1480"
"57","Human Resource Expense","Counselled","2000"
"57","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"57","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"57","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"57","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"57","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"57","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"57","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"57","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"57","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"57","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"57","Salary Expense","Cash Payment - Salary Expense","27186"
"57","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7713","62"
"57","Shipping Expense","Cash Payment - Move Stock ID: 7981","53730"
"57","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"57","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"57","Rental Expense","Cash Payment - Rental - Miami","1800"
"57","Rental Expense","Cash Payment - Rental - New York","1340"
"57","Rental Expense","Cash Payment - Rental - Detroit","500"
"57","Rental Expense","Cash Payment - Rental - Chicago","1480"
"56","Human Resource Expense","Counselled","2000"
"56","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"56","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"56","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"56","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"56","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"56","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"56","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"56","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"56","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"56","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"56","Salary Expense","Cash Payment - Salary Expense","27186"
"56","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7857","44"
"56","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 246","15000"
"56","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 249","15000"
"56","Shipping Expense","Cash Payment - Move Stock ID: 7625","35626"
"56","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"56","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"56","Rental Expense","Cash Payment - Rental - Miami","1800"
"56","Rental Expense","Cash Payment - Rental - New York","1340"
"56","Rental Expense","Cash Payment - Rental - Detroit","500"
"56","Rental Expense","Cash Payment - Rental - Chicago","1480"
"55","Human Resource Expense","Counselled","2000"
"55","Human Resource Expense","Counselled","2000"
"55","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"55","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"55","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"55","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"55","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"55","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"55","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"55","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"55","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"55","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"55","Salary Expense","Cash Payment - Salary Expense","27148"
"55","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 282","15000"
"55","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 4613","2200"
"55","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"55","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"55","Rental Expense","Cash Payment - Rental - Miami","1800"
"55","Rental Expense","Cash Payment - Rental - New York","1340"
"55","Rental Expense","Cash Payment - Rental - Detroit","500"
"55","Rental Expense","Cash Payment - Rental - Chicago","1480"
"54","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"54","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"54","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"54","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"54","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"54","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"54","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"54","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"54","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"54","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"54","Salary Expense","Cash Payment - Salary Expense","27148"
"54","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7266","17"
"54","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7274","8"
"54","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7563","14"
"54","Shipping Expense","Cash Payment - Move Stock ID: 7535","167607"
"54","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"54","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"54","Rental Expense","Cash Payment - Rental - Miami","1800"
"54","Rental Expense","Cash Payment - Rental - New York","1340"
"54","Rental Expense","Cash Payment - Rental - Detroit","500"
"54","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Chicago","164"
"54","Rental Expense","Cash Payment - Rental - Chicago","1480"
"53","Human Resource Expense","Counselled","2000"
"53","Human Resource Expense","Counselled","2000"
"53","Human Resource Expense","Counselled","2000"
"53","Human Resource Expense","Counselled","2000"
"53","Human Resource Expense","Counselled","2000"
"53","Human Resource Expense","Counselled","2000"
"53","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"53","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"53","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1400"
"53","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1400"
"53","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"53","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"53","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"53","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"53","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"53","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"53","Salary Expense","Cash Payment - Salary Expense","27148"
"53","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7424","15"
"53","Shipping Expense","Cash Payment - Move Stock ID: 7178","108749"
"53","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"53","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"53","Rental Expense","Cash Payment - Rental - Miami","1800"
"53","Rental Expense","Cash Payment - Rental - New York","1340"
"53","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","27"
"53","Rental Expense","Cash Payment - Rental - Detroit","500"
"53","Rental Expense","Cash Payment - Rental - Chicago","1480"
"52","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"52","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"52","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"52","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"52","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"52","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"52","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"52","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"52","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"52","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"52","Salary Expense","Cash Payment - Salary Expense","27064"
"52","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 4600","2200"
"52","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"52","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"52","Rental Expense","Cash Payment - Rental - Miami","1800"
"52","Rental Expense","Cash Payment - Rental - New York","1340"
"52","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","81"
"52","Rental Expense","Cash Payment - Rental - Detroit","500"
"52","Rental Expense","Cash Payment - Rental - Chicago","1480"
"51","Human Resource Expense","Counselled","2000"
"51","Human Resource Expense","Counselled","2000"
"51","Human Resource Expense","Counselled","2000"
"51","Human Resource Expense","Cash Payment - Staff Recruiting - Chicago","60000"
"51","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"51","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"51","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"51","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"51","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"51","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"51","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"51","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"51","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"51","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"51","Salary Expense","Cash Payment - Salary Expense","26728"
"51","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6989","51"
"51","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7136","44"
"51","Shipping Expense","Cash Payment - Move Stock ID: 6922","24297"
"51","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"51","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"51","Rental Expense","Cash Payment - Rental - Miami","1800"
"51","Rental Expense","Cash Payment - Rental - New York","1340"
"51","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","189"
"51","Rental Expense","Cash Payment - Rental - Detroit","500"
"51","Rental Expense","Cash Payment - Rental - Chicago","1480"
"50","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"50","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"50","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"50","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"50","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"50","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"50","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"50","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"50","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"50","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"50","Salary Expense","Cash Payment - Salary Expense","24572"
"50","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7003","14"
"50","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"50","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"50","Rental Expense","Cash Payment - Rental - Miami","1800"
"50","Rental Expense","Cash Payment - Rental - New York","1340"
"50","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","270"
"50","Rental Expense","Cash Payment - Rental - Detroit","500"
"49","Human Resource Expense","Counselled","2000"
"49","Human Resource Expense","Counselled","2000"
"49","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"49","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"49","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"49","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"49","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"49","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"49","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"49","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"49","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"49","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"49","Salary Expense","Cash Payment - Salary Expense","24572"
"49","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6714","26"
"49","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6859","71"
"49","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 246","15000"
"49","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 249","15000"
"49","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"49","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"49","Rental Expense","Cash Payment - Rental - Miami","1800"
"49","Rental Expense","Cash Payment - Rental - New York","1340"
"49","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","324"
"49","Rental Expense","Cash Payment - Rental - Detroit","500"
"48","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"48","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"48","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"48","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"48","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"48","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"48","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"48","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"48","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"48","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"48","Salary Expense","Cash Payment - Salary Expense","24572"
"48","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6700","10"
"48","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 282","15000"
"48","Shipping Expense","Cash Payment - Move Stock ID: 6456","94960"
"48","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 3777","3300"
"48","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"48","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"48","Rental Expense","Cash Payment - Rental - Miami","1800"
"48","Rental Expense","Cash Payment - Rental - New York","1340"
"48","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","405"
"48","Rental Expense","Cash Payment - Rental - Detroit","500"
"47","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"47","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"47","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"47","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"47","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"47","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"47","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"47","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"47","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"47","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"47","Salary Expense","Cash Payment - Salary Expense","24572"
"47","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6224","112"
"47","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6555","8"
"47","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6573","19"
"47","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 3314","5500"
"47","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"47","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"47","Rental Expense","Cash Payment - Rental - Miami","1800"
"47","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","231"
"47","Rental Expense","Cash Payment - Rental - New York","1340"
"47","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","486"
"47","Rental Expense","Cash Payment - Rental - Detroit","500"
"46","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"46","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"46","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"46","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"46","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
"46","Marketing Expense","Cash Payment - Marketing - New York - Red Wine","1200"
"46","Marketing Expense","Cash Payment - Marketing - New York - White Wine","1200"
"46","Marketing Expense","Cash Payment - Marketing - Detroit - Sparkling Wine","1400"
"46","Marketing Expense","Cash Payment - Marketing - Detroit - Red Wine","1400"
"46","Marketing Expense","Cash Payment - Marketing - Detroit - White Wine","1400"
"46","Salary Expense","Cash Payment - Salary Expense","24572"
"46","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 6414","114"
"46","Depreciation Expense","Non-Cash Expense - Depreciation","15000"
"46","Rental Expense","Cash Payment - Rental - Los Angeles","540"
"46","Rental Expense","Cash Payment - Rental - Miami","1800"
"46","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","539"
"46","Rental Expense","Cash Payment - Rental - New York","1340"
"46","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Detroit","540"
"46","Rental Expense","Cash Payment - Rental - Detroit","500"
"45","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"45","Marketing Expense","Cash Payment - Marketing - Los Angeles - Sparkling Wine","1400"
"45","Marketing Expense","Cash Payment - Marketing - Los Angeles - Red Wine","1200"
"45","Marketing Expense","Cash Payment - Marketing - Los Angeles - White Wine","1200"
"45","Marketing Expense","Cash Payment - Marketing - New York - Sparkling Wine","1200"
